time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
12.70,"(-0.0147564, -0.00400164, -1.30387e-05)","(0.999132, -0.01881, -0.0371622)","(0.0288604, 0.953326, 0.300559)","(0.029745, -0.301369, 0.953044)","(0.996991, -0.00597489, -0.0772923)","(0.0288604, 0.953326, 0.300559)","(0.0718756, -0.301882, 0.950632)","(0.0288604, 0.953326, 0.300559)","(-0.141608, -0.684833, -0.714809)","(-0.132776, -0.66405, -0.735804)","(0.253969, -0.679079, -0.688732)","(-0.173924, -0.814146, -0.554001)","(-0.0681464, -0.997505, -0.0184565)","(-0.127421, -0.991845, 0.00267021)","(-0.0825738, -0.8973, -0.43363)","(-0.0320882, -0.858751, -0.511388)",0
12.74,"(-0.0153206, -0.00621927, -1.55974e-05)","(0.998315, -0.00760875, -0.057534)","(0.0243534, 0.955635, 0.293545)","(0.0527873, -0.294389, 0.954227)","(0.995317, 0.00447674, -0.0965561)","(0.0243534, 0.955635, 0.293545)","(0.0936285, -0.294411, 0.951081)","(0.0243534, 0.955635, 0.293545)","(-0.223805, -0.802537, -0.553033)","(-0.0812315, -0.780091, -0.620371)","(0.324464, -0.852749, -0.40932)","(-0.0895536, -0.9755, -0.20095)","(-0.0776255, -0.996652, -0.0256802)","(-0.115169, -0.993161, -0.0191503)","(-0.0901724, -0.898977, -0.428613)","(-0.0290749, -0.856432, -0.515441)",0
12.76,"(-0.0153206, -0.00621927, -1.55974e-05)","(0.996752, 0.00808928, -0.0801208)","(0.0165761, 0.953514, 0.300891)","(0.0789174, -0.30105, 0.950337)","(0.991376, 0.0237454, -0.128883)","(0.0165761, 0.953514, 0.300891)","(0.130124, -0.299932, 0.945044)","(0.0165761, 0.953514, 0.300891)","(-0.32396, -0.889512, -0.322208)","(0.0734613, -0.885062, -0.459639)","(0.391202, -0.919955, -0.0253771)","(0.107663, -0.976905, 0.184568)","(-0.0890983, -0.99498, -0.0455695)","(-0.0942224, -0.994558, -0.0444591)","(-0.0979573, -0.889021, -0.447265)","(-0.0158232, -0.856467, -0.515959)",0
12.80,"(-0.0153206, -0.00621927, -1.55974e-05)","(0.994242, 0.0291827, -0.103111)","(0.00109754, 0.957479, 0.288502)","(0.106876, -0.28666, 0.952052)","(0.978453, 0.0564849, -0.198593)","(0.00109755, 0.957479, 0.288502)","(0.206266, -0.281899, 0.93701)","(0.00109755, 0.957479, 0.288502)","(-0.40755, -0.905741, -0.116346)","(0.249415, -0.923834, -0.290385)","(0.448625, -0.843794, 0.294529)","(0.395553, -0.837403, 0.377218)","(-0.0960182, -0.993088, -0.0675009)","(-0.0767599, -0.995224, -0.0603028)","(-0.136796, -0.869582, -0.474462)","(-0.00162789, -0.857299, -0.514816)",0
12.84,"(-0.0176535, -0.0061361, -1.95815e-05)","(0.990356, 0.0482229, -0.129884)","(-0.012539, 0.963178, 0.268571)","(0.137839, -0.264172, 0.954575)","(0.961869, 0.0830729, -0.260591)","(-0.012539, 0.963178, 0.268571)","(0.273215, -0.254887, 0.92757)","(-0.012539, 0.963178, 0.268571)","(-0.428117, -0.903656, -0.0110359)","(0.380996, -0.898438, -0.21829)","(0.473208, -0.798132, 0.372907)","(0.582363, -0.715498, 0.385898)","(-0.109073, -0.989858, -0.0910194)","(-0.06407, -0.995439, -0.0706791)","(-0.173721, -0.841942, -0.510837)","(0.00553413, -0.850387, -0.526128)",0
12.86,"(-0.0176535, -0.0061361, -1.95815e-05)","(0.985328, 0.0618456, -0.15907)","(-0.0291976, 0.97793, 0.206885)","(0.168214, -0.199151, 0.965424)","(0.952016, 0.091137, -0.292163)","(-0.0291976, 0.97793, 0.206885)","(0.304893, -0.188301, 0.933586)","(-0.0291976, 0.97793, 0.206885)","(-0.442065, -0.892777, 0.086764)","(0.499762, -0.865837, -0.0237647)","(0.546496, -0.738092, 0.395678)","(0.656231, -0.419397, 0.627269)","(-0.129296, -0.986937, -0.0961185)","(-0.0594349, -0.994269, -0.0888612)","(-0.22249, -0.832858, -0.5068)","(0.00297015, -0.848396, -0.529354)",0
12.90,"(-0.0201568, -0.00282961, -1.88988e-05)","(0.983121, 0.0688141, -0.169524)","(-0.0384529, 0.983054, 0.179235)","(0.178919, -0.169697, 0.969119)","(0.958479, 0.088096, -0.271215)","(-0.0384529, 0.983054, 0.179235)","(0.282653, -0.161322, 0.94556)","(-0.0384529, 0.983054, 0.179235)","(-0.444569, -0.882459, 0.153704)","(0.604833, -0.770846, 0.199933)","(0.616842, -0.69236, 0.374357)","(0.53367, 0.00848135, 0.84565)","(-0.144959, -0.984655, -0.0971669)","(-0.061591, -0.992085, -0.10943)","(-0.263687, -0.82689, -0.496712)","(0.0015424, -0.831705, -0.555215)",0
12.94,"(-0.0221822, -0.000910032, -1.63165e-05)","(0.982287, 0.0732138, -0.172489)","(-0.0479906, 0.987984, 0.146913)","(0.181224, -0.136057, 0.973985)","(0.958516, 0.0866066, -0.271561)","(-0.0479906, 0.987984, 0.146913)","(0.281099, -0.127772, 0.951135)","(-0.0479906, 0.987984, 0.146913)","(-0.440906, -0.877863, 0.186971)","(0.720236, -0.537971, 0.438004)","(0.689811, -0.622114, 0.370317)","(0.218792, 0.452836, 0.864332)","(-0.157094, -0.983227, -0.0926631)","(-0.0620491, -0.989815, -0.128129)","(-0.304074, -0.830509, -0.466683)","(0.0034927, -0.820851, -0.571132)",0
12.96,"(-0.0250587, 0.00104051, -1.32498e-05)","(0.982975, 0.078664, -0.16605)","(-0.0529825, 0.986671, 0.15386)","(0.175889, -0.142445, 0.97405)","(0.954549, 0.0948398, -0.282561)","(-0.0529825, 0.986671, 0.15386)","(0.293345, -0.131814, 0.946876)","(-0.0529825, 0.986671, 0.15386)","(-0.409806, -0.893874, 0.181794)","(0.837194, -0.213741, 0.50341)","(0.711072, -0.596295, 0.372572)","(-0.0176414, 0.640315, 0.76791)","(-0.160064, -0.983739, -0.0814721)","(-0.0557274, -0.988761, -0.138729)","(-0.31563, -0.83795, -0.445216)","(0.0148468, -0.81257, -0.582674)",0
13.00,"(-0.0281069, 0.00246091, -1.0055e-05)","(0.982534, 0.0885676, -0.163654)","(-0.0650199, 0.987448, 0.14394)","(0.174285, -0.130822, 0.975966)","(0.945156, 0.107209, -0.308524)","(-0.0650199, 0.987448, 0.14394)","(0.320009, -0.115993, 0.940287)","(-0.0650199, 0.987448, 0.14394)","(-0.386432, -0.908137, 0.161112)","(0.8858, 0.138628, 0.442877)","(0.745497, -0.578499, 0.331018)","(-0.177431, 0.773758, 0.608125)","(-0.157918, -0.984663, -0.0741629)","(-0.0434577, -0.988502, -0.144826)","(-0.30317, -0.844676, -0.441148)","(0.0372307, -0.80992, -0.585358)",0
13.04,"(-0.0317621, 0.00264702, -6.48775e-06)","(0.982026, 0.100132, -0.159998)","(-0.077598, 0.986918, 0.141317)","(0.172021, -0.126387, 0.976952)","(0.942213, 0.118893, -0.313208)","(-0.0775979, 0.986918, 0.141317)","(0.325856, -0.108764, 0.939142)","(-0.077598, 0.986918, 0.141317)","(-0.368206, -0.91659, 0.155842)","(0.864924, 0.374471, 0.334183)","(0.770007, -0.575742, 0.274973)","(-0.239412, 0.857638, 0.455124)","(-0.15237, -0.985774, -0.0709429)","(-0.0302059, -0.988256, -0.149795)","(-0.284972, -0.843002, -0.456223)","(0.0581203, -0.805399, -0.589877)",0
13.06,"(-0.0357869, 0.00136299, -3.1161e-06)","(0.981098, 0.123666, -0.14884)","(-0.0965564, 0.978985, 0.179623)","(0.169273, -0.161871, 0.972185)","(0.927797, 0.155725, -0.339031)","(-0.0965564, 0.978985, 0.179623)","(0.361306, -0.132137, 0.923037)","(-0.0965564, 0.978985, 0.179623)","(-0.362287, -0.919233, 0.154139)","(0.807324, 0.544158, 0.2283)","(0.787488, -0.565352, 0.245438)","(-0.0667907, 0.938471, 0.338837)","(-0.146632, -0.98471, -0.0940472)","(-0.014128, -0.988081, -0.153284)","(-0.260947, -0.828815, -0.494947)","(0.0741345, -0.802799, -0.591623)",0
13.10,"(-0.0398282, -0.00141782, -1.05762e-06)","(0.978373, 0.152341, -0.139925)","(-0.11994, 0.968511, 0.218176)","(0.170294, -0.196585, 0.965585)","(0.904696, 0.198919, -0.376772)","(-0.11994, 0.968511, 0.218176)","(0.40959, -0.149642, 0.899913)","(-0.11994, 0.968511, 0.218176)","(-0.350019, -0.922389, 0.163356)","(0.748726, 0.643014, 0.161067)","(0.778696, -0.569993, 0.262185)","(0.19178, 0.931687, 0.308513)","(-0.144133, -0.981671, -0.124687)","(0.00446586, -0.988555, -0.150798)","(-0.226318, -0.818393, -0.528216)","(0.084012, -0.811663, -0.578053)",0
13.14,"(-0.0437961, -0.00552521, -1.2552e-06)","(0.975539, 0.177011, -0.130346)","(-0.139237, 0.956388, 0.256778)","(0.170066, -0.232313, 0.957658)","(0.885823, 0.236075, -0.399482)","(-0.139237, 0.956388, 0.256778)","(0.442567, -0.171637, 0.880157)","(-0.139237, 0.956388, 0.256778)","(-0.329471, -0.928303, 0.172343)","(0.699171, 0.704157, 0.123784)","(0.765814, -0.579865, 0.278003)","(0.408423, 0.868188, 0.281852)","(-0.138764, -0.977496, -0.158887)","(0.0314007, -0.988676, -0.146746)","(-0.1862, -0.811154, -0.5544)","(0.104308, -0.820108, -0.562622)",0
13.16,"(-0.0480648, -0.00976574, -3.64856e-06)","(0.973619, 0.188753, -0.12821)","(-0.151514, 0.954925, 0.255267)","(0.170608, -0.229111, 0.958333)","(0.884557, 0.246262, -0.396124)","(-0.151514, 0.954925, 0.255267)","(0.441131, -0.16581, 0.881993)","(-0.151514, 0.954925, 0.255267)","(-0.302663, -0.937226, 0.173212)","(0.727951, 0.673874, 0.12642)","(0.751592, -0.587392, 0.300133)","(0.385725, 0.873879, 0.295892)","(-0.127095, -0.976884, -0.171883)","(0.0557972, -0.989157, -0.135853)","(-0.157157, -0.813969, -0.559245)","(0.127081, -0.817227, -0.56213)",0
13.20,"(-0.0515156, -0.0138655, -5.98213e-06)","(0.972868, 0.19506, -0.124416)","(-0.159996, 0.955686, 0.247115)","(0.16697, -0.220544, 0.96098)","(0.894361, 0.246542, -0.373277)","(-0.159996, 0.955686, 0.247115)","(0.41759, -0.16142, 0.894182)","(-0.159996, 0.955686, 0.247115)","(-0.26715, -0.953778, 0.137615)","(0.823022, 0.546036, 0.156459)","(0.762344, -0.589984, 0.265989)","(0.241477, 0.909487, 0.338411)","(-0.111596, -0.979587, -0.167201)","(0.0836539, -0.988147, -0.128718)","(-0.145581, -0.825188, -0.545775)","(0.160626, -0.800983, -0.576737)",0
13.24,"(-0.0543816, -0.0169237, -9.66341e-06)","(0.971182, 0.204563, -0.122312)","(-0.172528, 0.957418, 0.231482)","(0.164278, -0.20374, 0.965144)","(0.898374, 0.249412, -0.361548)","(-0.172528, 0.957418, 0.231482)","(0.403812, -0.145636, 0.903176)","(-0.172528, 0.957418, 0.231482)","(-0.234191, -0.966652, 0.103631)","(0.891184, 0.413372, 0.186852)","(0.771637, -0.589228, 0.239555)","(0.106105, 0.920606, 0.375802)","(-0.0978755, -0.982903, -0.155957)","(0.103944, -0.987413, -0.119207)","(-0.140471, -0.837261, -0.528452)","(0.187719, -0.786503, -0.588366)",0
13.26,"(-0.0563976, -0.0190507, -1.25789e-05)","(0.96877, 0.219068, -0.116166)","(-0.189226, 0.955856, 0.224793)","(0.160334, -0.195825, 0.967443)","(0.893823, 0.262436, -0.363604)","(-0.189226, 0.955856, 0.224793)","(0.406523, -0.131918, 0.904067)","(-0.189226, 0.955856, 0.224793)","(-0.200307, -0.973508, 0.110269)","(0.946527, 0.23674, 0.219183)","(0.774795, -0.576336, 0.259865)","(0.033166, 0.892914, 0.449004)","(-0.0906016, -0.985321, -0.144684)","(0.132455, -0.98567, -0.104451)","(-0.141304, -0.843416, -0.518345)","(0.221828, -0.766598, -0.602594)",0
13.30,"(-0.0563976, -0.0190507, -1.25789e-05)","(0.967508, 0.23177, -0.101046)","(-0.203587, 0.950654, 0.234114)","(0.150676, -0.206121, 0.966856)","(0.889128, 0.279613, -0.362309)","(-0.203587, 0.950654, 0.234114)","(0.410134, -0.134318, 0.90208)","(-0.203587, 0.950654, 0.234114)","(-0.173122, -0.973825, 0.147289)","(0.955337, 0.112703, 0.273185)","(0.771433, -0.542412, 0.332688)","(-0.00518049, 0.82447, 0.565881)","(-0.0921117, -0.98713, -0.130726)","(0.161379, -0.985228, -0.0572988)","(-0.138866, -0.837561, -0.528401)","(0.242884, -0.744915, -0.621377)",0
13.34,"(-0.0563976, -0.0190507, -1.25789e-05)","(0.966151, 0.244768, -0.0814984)","(-0.218196, 0.943565, 0.24915)","(0.138027, -0.223079, 0.964979)","(0.886211, 0.298401, -0.354381)","(-0.218196, 0.943565, 0.24915)","(0.408851, -0.143654, 0.901224)","(-0.218196, 0.943565, 0.24915)","(-0.14251, -0.971995, 0.18686)","(0.945694, -0.000502698, 0.325057)","(0.770263, -0.504301, 0.390353)","(-0.0499207, 0.736968, 0.674082)","(-0.0998277, -0.988177, -0.116365)","(0.194875, -0.98079, -0.00861663)","(-0.137428, -0.830392, -0.539965)","(0.261387, -0.721367, -0.641332)",0
13.36,"(-0.0572177, -0.0170369, -1.6018e-05)","(0.965168, 0.253884, -0.0631961)","(-0.23104, 0.940584, 0.248844)","(0.122533, -0.225662, 0.966469)","(0.89362, 0.306558, -0.32782)","(-0.23104, 0.940584, 0.248844)","(0.384589, -0.146754, 0.911348)","(-0.23104, 0.940584, 0.248844)","(-0.120108, -0.975094, 0.186456)","(0.928557, -0.0478644, 0.36809)","(0.78384, -0.477911, 0.396479)","(-0.0844708, 0.668043, 0.739312)","(-0.10859, -0.989033, -0.100106)","(0.220546, -0.973479, 0.0608086)","(-0.137496, -0.829401, -0.541469)","(0.275977, -0.721961, -0.634515)",0
13.40,"(-0.0561507, -0.0145121, -1.58494e-05)","(0.964022, 0.260012, -0.0552832)","(-0.240447, 0.941755, 0.235122)","(0.113105, -0.213424, 0.97039)","(0.901826, 0.306746, -0.304329)","(-0.240447, 0.941755, 0.235122)","(0.358712, -0.138909, 0.923055)","(-0.240447, 0.941755, 0.235122)","(-0.108507, -0.979457, 0.169974)","(0.921119, -0.0485631, 0.38624)","(0.796065, -0.46189, 0.391074)","(-0.118006, 0.64272, 0.756959)","(-0.113812, -0.989226, -0.0920808)","(0.2474, -0.963086, 0.106105)","(-0.155854, -0.834457, -0.528575)","(0.289775, -0.724964, -0.624866)",0
13.44,"(-0.0544238, -0.0115146, -1.50929e-05)","(0.963318, 0.263429, -0.05122)","(-0.246404, 0.943855, 0.220053)","(0.106308, -0.199361, 0.974143)","(0.909346, 0.30378, -0.284268)","(-0.246404, 0.943855, 0.220053)","(0.335167, -0.130036, 0.933142)","(-0.246404, 0.943855, 0.220053)","(-0.103531, -0.983154, 0.15063)","(0.915107, -0.0360502, 0.401596)","(0.801954, -0.445546, 0.397943)","(-0.147313, 0.633462, 0.759622)","(-0.116055, -0.989539, -0.085691)","(0.268939, -0.953562, 0.135614)","(-0.181823, -0.839211, -0.512509)","(0.302228, -0.729985, -0.613009)",0
13.46,"(-0.0522184, -0.00864159, -1.34792e-05)","(0.963571, 0.26241, -0.0516985)","(-0.24632, 0.945996, 0.210756)","(0.104222, -0.190343, 0.97617)","(0.913829, 0.299147, -0.274642)","(-0.24632, 0.945996, 0.210756)","(0.322867, -0.124929, 0.938163)","(-0.24632, 0.945996, 0.210756)","(-0.109122, -0.984284, 0.138844)","(0.905492, -0.0211501, 0.423836)","(0.810115, -0.428429, 0.400204)","(-0.159905, 0.626817, 0.762581)","(-0.117401, -0.989247, -0.0872231)","(0.285599, -0.954592, 0.084776)","(-0.210058, -0.83934, -0.501382)","(0.307819, -0.722095, -0.619537)",0
13.50,"(-0.0497295, -0.00734437, -1.10383e-05)","(0.965061, 0.256338, -0.0542982)","(-0.24152, 0.950544, 0.195282)","(0.101812, -0.175318, 0.979233)","(0.916713, 0.289502, -0.275367)","(-0.24152, 0.950544, 0.195281)","(0.318451, -0.112451, 0.941246)","(-0.24152, 0.950544, 0.195281)","(-0.119026, -0.98695, 0.108459)","(0.934205, 0.0732058, 0.349144)","(0.823697, -0.424447, 0.375989)","(-0.124991, 0.715276, 0.687573)","(-0.118671, -0.98857, -0.0929861)","(0.293643, -0.955895, 0.00619884)","(-0.232009, -0.835691, -0.497787)","(0.319613, -0.725385, -0.609642)",0
13.54,"(-0.0469348, -0.00809354, -6.35412e-06)","(0.967504, 0.246391, -0.0568118)","(-0.232653, 0.955423, 0.181768)","(0.0992183, -0.162608, 0.98169)","(0.918998, 0.277081, -0.280481)","(-0.232653, 0.955423, 0.181768)","(0.31852, -0.101833, 0.942431)","(-0.232653, 0.955423, 0.181768)","(-0.1416, -0.986134, 0.0865389)","(0.937333, 0.240689, 0.251943)","(0.834531, -0.435264, 0.337793)","(0.0214917, 0.811167, 0.584419)","(-0.128296, -0.986696, -0.0998568)","(0.300274, -0.95197, -0.0599037)","(-0.245658, -0.831604, -0.498083)","(0.338941, -0.736459, -0.585446)",0
13.56,"(-0.0435661, -0.0104241, 2.15204e-07)","(0.971142, 0.231109, -0.0589171)","(-0.218353, 0.960916, 0.170183)","(0.0959301, -0.152386, 0.983654)","(0.919059, 0.261171, -0.295161)","(-0.218353, 0.960916, 0.170183)","(0.328061, -0.0921358, 0.940153)","(-0.218353, 0.960916, 0.170183)","(-0.182846, -0.977192, 0.107999)","(0.873897, 0.467557, 0.133021)","(0.825353, -0.458754, 0.329146)","(0.262725, 0.8602, 0.437071)","(-0.148583, -0.982452, -0.112743)","(0.307598, -0.950788, -0.037217)","(-0.248355, -0.824003, -0.509254)","(0.363044, -0.769236, -0.525809)",0
13.60,"(-0.0405373, -0.0136204, 6.458e-06)","(0.974955, 0.213525, -0.062204)","(-0.200449, 0.964819, 0.170134)","(0.0963307, -0.153422, 0.983454)","(0.917988, 0.245687, -0.311346)","(-0.200449, 0.964819, 0.170134)","(0.342153, -0.0939832, 0.934932)","(-0.200449, 0.964819, 0.170134)","(-0.239594, -0.957297, 0.161796)","(0.793294, 0.599835, 0.104317)","(0.798532, -0.496193, 0.340793)","(0.468163, 0.803004, 0.368792)","(-0.175067, -0.976953, -0.122125)","(0.309669, -0.950843, 0.00166695)","(-0.243976, -0.818954, -0.519413)","(0.369691, -0.795863, -0.479511)",0
13.64,"(-0.0371175, -0.0209785, 7.20902e-06)","(0.978125, 0.196805, -0.067378)","(-0.18306, 0.968208, 0.170476)","(0.098777, -0.154467, 0.983048)","(0.918123, 0.230382, -0.32245)","(-0.18306, 0.968208, 0.170476)","(0.351423, -0.0975485, 0.931121)","(-0.18306, 0.968208, 0.170476)","(-0.288423, -0.934279, 0.209606)","(0.745866, 0.658496, 0.100336)","(0.770238, -0.521827, 0.366647)","(0.555582, 0.756265, 0.345532)","(-0.195891, -0.972591, -0.125272)","(0.308857, -0.950339, 0.0382613)","(-0.242889, -0.811184, -0.531964)","(0.359211, -0.810781, -0.46217)",0
13.66,"(-0.0328735, -0.0301439, 4.60043e-06)","(0.981906, 0.173632, -0.0755803)","(-0.15998, 0.974087, 0.159878)","(0.101684, -0.144909, 0.984206)","(0.930824, 0.20309, -0.303845)","(-0.15998, 0.974087, 0.159878)","(0.32848, -0.0992535, 0.939281)","(-0.15998, 0.974087, 0.159878)","(-0.325622, -0.932674, 0.155205)","(0.758702, 0.644317, 0.0960591)","(0.762812, -0.553077, 0.334997)","(0.494228, 0.793317, 0.355508)","(-0.218575, -0.968561, -0.118803)","(0.298955, -0.954267, -0.000146829)","(-0.25203, -0.804382, -0.538006)","(0.325585, -0.788375, -0.521976)",0
13.70,"(-0.0287668, -0.0396159, 2.14962e-06)","(0.986226, 0.144106, -0.0811904)","(-0.13184, 0.981308, 0.14019)","(0.100598, -0.127437, 0.986732)","(0.953932, 0.16518, -0.250459)","(-0.13184, 0.981308, 0.14019)","(0.26915, -0.0979963, 0.9581)","(-0.13184, 0.981308, 0.14019)","(-0.334527, -0.941598, 0.0385354)","(0.815837, 0.547687, 0.185606)","(0.746622, -0.612605, 0.259368)","(0.245009, 0.865666, 0.436569)","(-0.242134, -0.963304, -0.115829)","(0.274844, -0.957992, -0.0819267)","(-0.272823, -0.812706, -0.514856)","(0.307315, -0.765085, -0.565864)",0
13.74,"(-0.0242427, -0.047726, -1.97746e-06)","(0.990891, 0.105806, -0.0833055)","(-0.0954733, 0.988286, 0.119059)","(0.0952156, -0.109834, 0.989379)","(0.977888, 0.115956, -0.17404)","(-0.0954733, 0.988286, 0.119059)","(0.18581, -0.0975594, 0.977731)","(-0.0954733, 0.988286, 0.119059)","(-0.328221, -0.94308, -0.0535912)","(0.840987, 0.392801, 0.372088)","(0.710362, -0.671837, 0.209812)","(-0.10917, 0.818708, 0.563737)","(-0.270229, -0.95544, -0.118791)","(0.247025, -0.955253, -0.162695)","(-0.298423, -0.822603, -0.484013)","(0.297968, -0.745309, -0.59643)",0
13.76,"(-0.0189554, -0.0552894, -5.99131e-06)","(0.994771, 0.0644784, -0.0792081)","(-0.0562118, 0.99323, 0.101656)","(0.0854752, -0.0963569, 0.99167)","(0.993152, 0.0664821, -0.0960711)","(-0.0562118, 0.99323, 0.101656)","(0.10231, -0.0934648, 0.990352)","(-0.0562118, 0.99323, 0.101656)","(-0.327997, -0.93667, -0.12275)","(0.811959, 0.209884, 0.544675)","(0.650231, -0.74892, 0.127742)","(-0.481608, 0.629245, 0.610004)","(-0.292733, -0.948538, -0.120759)","(0.225378, -0.952542, -0.204616)","(-0.329851, -0.835514, -0.439449)","(0.304225, -0.751092, -0.585925)",0
13.80,"(-0.0144863, -0.0585335, -5.6432e-06)","(0.997507, 0.016484, -0.0686107)","(-0.0105318, 0.996597, 0.0817583)","(0.070608, -0.0801732, 0.994277)","(0.999725, 0.0137423, -0.0190011)","(-0.0105318, 0.996597, 0.0817583)","(0.0209883, -0.0785827, 0.996687)","(-0.0105318, 0.996597, 0.0817583)","(-0.360202, -0.927401, -0.100904)","(0.705484, 0.127403, 0.697181)","(0.583062, -0.796304, 0.161056)","(-0.679881, 0.398499, 0.615598)","(-0.310705, -0.945152, -0.100754)","(0.215135, -0.957371, -0.192765)","(-0.362616, -0.837332, -0.409127)","(0.303416, -0.76409, -0.569302)",0
13.84,"(-0.0109541, -0.0578671, 7.78891e-07)","(0.99815, -0.0271301, -0.0544086)","(0.0306608, 0.997706, 0.0603557)","(0.0532135, -0.061396, 0.996694)","(0.998569, -0.0322922, 0.0426373)","(0.0306608, 0.997706, 0.0603557)","(-0.0438199, -0.0573647, 0.997391)","(0.0306608, 0.997706, 0.0603557)","(-0.400179, -0.908541, -0.12004)","(0.62897, 0.0934802, 0.771789)","(0.514875, -0.840234, 0.170034)","(-0.799592, 0.244997, 0.548297)","(-0.319675, -0.944436, -0.0764705)","(0.205084, -0.963416, -0.172539)","(-0.386617, -0.837619, -0.385905)","(0.304567, -0.782038, -0.543743)",0
13.86,"(-0.00802561, -0.054025, 8.00701e-06)","(0.996522, -0.0799987, -0.0233376)","(0.079833, 0.993219, 0.0845098)","(0.0145582, -0.0845189, 0.996316)","(0.983418, -0.0971698, 0.153122)","(0.079833, 0.993219, 0.0845098)","(-0.161886, -0.0650967, 0.98466)","(0.079833, 0.993219, 0.0845098)","(-0.435192, -0.896847, -0.0792021)","(0.429761, 0.0878687, 0.898657)","(0.42016, -0.833511, 0.358783)","(-0.81487, 0.165998, 0.555366)","(-0.318636, -0.946711, -0.0470102)","(0.188716, -0.970007, -0.153208)","(-0.386982, -0.840916, -0.378292)","(0.312348, -0.792228, -0.524227)",0
13.90,"(-0.00621111, -0.0488929, 1.59789e-05)","(0.989439, -0.14488, 0.00449666)","(0.140602, 0.981195, 0.132238)","(-0.0271671, -0.127274, 0.991495)","(0.957797, -0.173772, 0.228973)","(0.140602, 0.981195, 0.132238)","(-0.249969, -0.0866381, 0.96437)","(0.140602, 0.981195, 0.132238)","(-0.458617, -0.876238, -0.147912)","(0.16342, 0.117546, 0.979529)","(0.317359, -0.864004, 0.390871)","(-0.811425, 0.194251, 0.551232)","(-0.312581, -0.94902, -0.0406737)","(0.169172, -0.975217, -0.142593)","(-0.364935, -0.841825, -0.397685)","(0.301107, -0.780931, -0.547249)",0
13.94,"(-0.00529701, -0.0420401, 2.35208e-05)","(0.97525, -0.218837, 0.0315858)","(0.208084, 0.95836, 0.19557)","(-0.0745055, -0.182632, 0.980354)","(0.906859, -0.264518, 0.328081)","(0.208084, 0.95836, 0.19557)","(-0.366095, -0.10602, 0.924518)","(0.208084, 0.95836, 0.19557)","(-0.50028, -0.843525, -0.195409)","(-0.171051, 0.174519, 0.969683)","(0.215967, -0.873128, 0.437042)","(-0.794623, 0.263929, 0.546732)","(-0.309835, -0.950367, -0.0283707)","(0.152896, -0.979031, -0.134613)","(-0.333169, -0.846659, -0.41493)","(0.280767, -0.760417, -0.585608)",0
13.96,"(-0.0044417, -0.0345986, 3.34589e-05)","(0.956283, -0.28837, 0.0486359)","(0.273328, 0.939973, 0.204311)","(-0.104014, -0.181055, 0.977957)","(0.863021, -0.332011, 0.380741)","(0.273328, 0.939973, 0.204311)","(-0.424208, -0.0692655, 0.902912)","(0.273328, 0.939973, 0.204311)","(-0.541915, -0.80189, -0.251595)","(-0.421842, 0.262519, 0.867832)","(0.163564, -0.913418, 0.372712)","(-0.788862, 0.385929, 0.478283)","(-0.316312, -0.948655, -0.000161932)","(0.138529, -0.987883, -0.0699828)","(-0.30035, -0.860976, -0.410499)","(0.256614, -0.7528, -0.606169)",0
14.00,"(-0.00385791, -0.0284611, 4.01948e-05)","(0.93494, -0.345612, 0.0802496)","(0.325835, 0.924246, 0.199001)","(-0.141108, -0.158518, 0.977221)","(0.786716, -0.377195, 0.488675)","(0.325835, 0.924246, 0.199001)","(-0.524598, 0.0053244, 0.851333)","(0.325835, 0.924246, 0.199001)","(-0.61772, -0.762159, -0.193742)","(-0.567958, 0.375289, 0.732517)","(0.155905, -0.792962, 0.588987)","(-0.791346, 0.543354, 0.280247)","(-0.328813, -0.943779, 0.0341147)","(0.12108, -0.992553, -0.0133816)","(-0.273321, -0.87925, -0.390146)","(0.259392, -0.751156, -0.607026)",0
14.04,"(-0.00324306, -0.0246711, 4.32589e-05)","(0.913456, -0.390921, 0.113041)","(0.367111, 0.911451, 0.185705)","(-0.17522, -0.127187, 0.976279)","(0.716602, -0.40301, 0.569267)","(0.367111, 0.911451, 0.185705)","(-0.592527, 0.0780468, 0.801761)","(0.367111, 0.911451, 0.185705)","(-0.667463, -0.738872, -0.0925309)","(-0.631559, 0.485328, 0.604641)","(0.15262, -0.614415, 0.774081)","(-0.768086, 0.632814, 0.0979317)","(-0.341102, -0.938109, 0.0600166)","(0.0971258, -0.994758, 0.0319702)","(-0.248317, -0.89349, -0.374186)","(0.27572, -0.747183, -0.604728)",0
14.06,"(-0.00240006, -0.0227779, 4.39536e-05)","(0.894864, -0.42123, 0.147589)","(0.393407, 0.900546, 0.185061)","(-0.21075, -0.107259, 0.971638)","(0.63926, -0.412144, 0.649218)","(0.393407, 0.900546, 0.185061)","(-0.660674, 0.137589, 0.737956)","(0.393407, 0.900546, 0.185061)","(-0.709735, -0.704049, 0.0243176)","(-0.660354, 0.552369, 0.508744)","(0.129234, -0.276855, 0.952182)","(-0.755245, 0.652268, -0.0644367)","(-0.366518, -0.927826, 0.069304)","(0.080424, -0.996643, 0.0153434)","(-0.223531, -0.89032, -0.396692)","(0.285966, -0.717913, -0.634684)",0
